196 5.10204
195 5.12821
195 5.12821
195 5.12821
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
195 5.12821
195 5.12821
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
195 5.12821
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
196 5.10204
195 5.12821
196 5.10204
196 5.10204
196 5.10204
196 5.10204
195 5.12821
196 5.10204
196 5.10204
196 5.10204
197 5.07614
197 5.07614
197 5.07614
197 5.07614
195 5.12821
